open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2015-04-10,19.55,19.89,19.43,19.2,112962.15,-0.19,-0.97,18.334,17.276,16.23,133648.38,109309.78,106228.29,3.87
2015-04-09,18.28,19.89,19.62,18.02,183119.05,1.2,6.51,17.736,16.826,15.964,124323.21,106501.34,104829.1,6.27
2015-04-08,17.6,18.53,18.42,17.6,157725.97,0.88,5.02,17.07,16.394,15.698,101421.29,97906.88,101658.57,5.4
2015-04-07,16.54,17.98,17.54,16.5,122471.85,0.88,5.28,16.62,16.12,15.51,86769.62,97473.29,98832.94,4.19
2015-04-03,16.44,16.77,16.66,16.25,91962.88,0.22,1.34,16.396,15.904,15.348,79293.34,94172.24,99956.63,3.15
2015-04-02,16.21,16.5,16.44,16.21,66336.32,0.15,0.92,16.218,15.772,15.229,84971.19,92655.96,104350.08,2.27
2015-04-01,16.18,16.48,16.29,16.0,68609.42,0.12,0.74,15.916,15.666,15.065,88679.47,95386.75,105692.28,2.35
2015-03-31,16.78,16.88,16.17,16.07,84467.62,-0.25,-1.52,15.718,15.568,14.896,94392.47,100679.68,105615.58,2.89
2015-03-30,15.99,16.63,16.42,15.99,85090.45,0.65,4.12,15.62,15.469,14.722,108176.96,108109.99,108345.78,2.91
2015-03-27,14.9,15.86,15.77,14.9,120352.13,0.84,5.63,15.412,15.314,14.527,109051.14,109047.78,108905.84,4.12
2015-03-26,15.14,15.35,14.93,14.91,84877.75,-0.37,-2.42,15.326,15.184,14.462,100340.74,103146.79,108303.41,2.91
2015-03-25,15.97,15.97,15.3,15.18,97174.4,-0.38,-2.42,15.416,15.102,14.436,102094.02,103156.85,109604.83,3.33
2015-03-24,15.38,16.16,15.68,15.28,153390.08,0.3,1.95,15.418,15.002,14.385,106966.89,105410.25,110336.03,5.25
2015-03-23,15.34,15.56,15.38,15.25,89461.32,0.04,0.26,15.318,14.899,14.304,108043.02,100192.6,107645.16,3.06
2015-03-20,15.38,15.48,15.34,15.18,76800.13,-0.04,-0.26,15.216,14.792,14.232,109044.42,105741.03,108857.41,2.63
2015-03-19,15.2,15.64,15.38,15.11,93644.19,0.07,0.46,15.042,14.686,14.153,105952.84,116044.19,111147.22,3.21
2015-03-18,15.18,15.66,15.31,15.02,121538.71,0.13,0.86,14.788,14.464,14.058,104219.67,115997.81,112493.6,4.16
2015-03-17,14.9,15.44,15.18,14.63,158770.77,0.31,2.08,14.586,14.223,13.954,103853.62,110551.48,111739.85,5.43
2015-03-16,14.52,15.05,14.87,14.51,94468.3,0.4,2.76,14.48,13.975,13.843,92342.17,108581.56,107464.31,3.23
2015-03-13,14.13,14.5,14.47,14.08,61342.22,0.36,2.55,14.368,13.74,13.74,102437.64,108763.91,108763.91,2.1
2015-03-12,14.11,14.8,14.11,13.95,84978.37,-0.19,-1.33,14.33,13.659,13.659,126135.54,114032.98,114032.98,2.91
2015-03-11,14.8,15.08,14.3,14.14,119708.43,-0.35,-2.39,14.14,13.603,13.603,127775.94,117664.81,117664.81,4.1
2015-03-10,14.2,14.8,14.65,14.01,101213.51,0.34,2.38,13.86,13.503,13.503,117249.34,117372.87,117372.87,3.46
2015-03-09,14.14,14.85,14.31,13.8,144945.66,0.03,0.21,13.47,13.312,13.312,124820.96,120066.09,120066.09,4.96
2015-03-06,13.17,14.48,14.28,13.13,179831.72,1.12,8.51,13.112,13.112,13.112,115090.18,115090.18,115090.18,6.16
2015-03-05,12.88,13.45,13.16,12.87,93180.39,0.26,2.02,12.82,12.82,12.82,98904.79,98904.79,98904.79,3.19
2015-03-04,12.8,12.92,12.9,12.61,67075.44,0.2,1.57,12.707,12.707,12.707,100812.93,100812.93,100812.93,2.3
2015-03-03,12.52,13.06,12.7,12.52,139071.61,0.18,1.44,12.61,12.61,12.61,117681.67,117681.67,117681.67,4.76
2015-03-02,12.25,12.67,12.52,12.2,96291.73,0.32,2.62,12.52,12.52,12.52,96291.73,96291.73,96291.73,3.3
